Satisfaction Score,Churn Score,Tenure in Months,Monthly Charge,Total Long Distance Charges,Number of Referrals,CLTV,Age,Dependents,Internet Service,Gender,Churn
3,72,14,19.5,574.7,2,2993,58,1,0,Female,0
4,57,49,106.65,1992.83,10,5948,35,0,1,Female,0
3,26,1,19.45,16.44,1,5612,38,1,0,Female,0
5,54,34,50.2,1382.78,6,4352,33,0,1,Female,0
4,32,44,104.15,916.52,10,2944,75,0,1,Female,0
3,81,68,75.8,1984.24,1,4903,63,0,1,Male,1
4,39,33,25.7,1204.5,0,3378,60,0,0,Female,0
4,21,4,100.85,31.76,0,5354,31,0,1,Female,0
3,50,23,90.0,725.19,3,4999,70,0,1,Male,0
3,43,19,18.8,326.23,0,2916,62,0,0,Male,0
5,44,11,35.8,0.0,0,2534,22,0,1,Female,0
3,26,1,83.4,43.06,0,5960,49,0,1,Female,0
3,36,66,19.7,3005.64,0,4601,50,0,0,Male,0
4,55,10,34.55,0.0,1,5248,73,1,1,Male,0
3,52,71,19.7,1587.56,5,5921,22,1,0,Female,0
3,45,69,95.65,3234.03,4,5251,32,0,1,Female,0
2,75,1,68.95,21.65,1,5644,64,0,1,Female,1
3,60,2,90.75,54.34,0,4766,55,0,1,Male,0
5,76,67,20.05,3345.98,7,4934,65,0,0,Female,0
4,29,49,40.65,0.0,6,5565,57,0,1,Female,0
4,35,38,104.85,164.92,0,2709,47,0,1,Male,0
5,33,2,50.3,37.24,0,5870,22,0,1,Male,0
2,70,1,20.15,3.09,1,4277,55,1,0,Female,1
5,40,3,69.85,104.28,0,4764,53,0,1,Female,0
5,63,45,95.95,1003.95,1,5322,54,1,1,Male,0
2,89,9,85.35,442.26,0,2752,28,0,1,Male,1
5,36,16,94.65,168.0,3,3050,56,0,1,Female,0
3,82,36,96.5,597.96,1,4652,77,0,1,Male,1
2,69,10,95.2,356.3,0,4922,54,0,1,Male,1
3,85,15,101.25,252.3,0,3968,43,0,1,Female,1
5,54,7,20.25,277.13,0,4208,41,0,0,Female,0
1,76,3,25.25,0.0,0,2088,62,0,1,Female,1
4,57,1,30.55,0.0,0,5565,60,0,1,Female,0
1,76,10,110.1,180.3,0,5803,53,0,1,Male,1
3,66,38,68.15,805.22,0,3371,61,0,1,Female,0
3,77,21,103.85,333.69,0,4520,60,0,1,Male,0
3,23,5,20.55,122.65,0,5967,49,0,0,Female,0
3,87,17,100.45,479.06,1,5508,74,0,1,Male,1
3,50,8,43.45,54.24,1,4184,48,1,1,Male,0
4,43,10,54.25,129.6,0,2253,41,0,1,Female,0
3,73,1,19.65,23.67,0,4639,42,0,0,Female,0
1,77,15,93.35,733.95,0,5264,49,0,1,Male,1
3,95,54,70.15,2273.4,1,4596,50,0,1,Female,1
2,66,15,51.55,47.25,0,2087,47,0,1,Male,1
3,44,28,51.0,131.88,1,5195,73,1,1,Male,0
1,90,1,69.85,12.13,0,4548,51,0,1,Male,1
4,21,51,30.05,0.0,9,5045,61,0,1,Male,0
5,66,32,19.3,1448.32,1,5817,42,0,0,Female,0
1,71,12,98.9,419.04,0,5559,64,0,1,Female,1
4,35,30,106.4,1274.7,0,5503,22,0,1,Female,0
3,61,60,49.45,0.0,3,4277,70,0,1,Female,0
3,46,1,19.3,8.66,0,4136,37,1,0,Male,0
4,46,72,90.8,1485.36,1,5028,64,1,1,Male,0
5,30,3,20.75,49.17,0,2406,23,0,0,Male,0
5,33,1,19.75,1.61,0,5809,58,0,0,Male,0
3,62,72,105.55,599.76,4,4331,22,1,1,Male,0
4,57,72,110.1,1016.64,0,5232,77,0,1,Female,0
3,70,72,105.0,473.76,7,5678,44,0,1,Female,0
3,71,11,99.55,14.08,1,3172,78,0,1,Female,1
4,77,39,101.25,785.85,9,3172,73,0,1,Female,0
5,30,72,20.1,1020.24,10,4598,39,1,0,Female,0
3,87,2,80.75,10.22,0,2176,41,0,1,Female,1
3,91,1,19.75,29.33,0,4851,21,0,0,Male,1
3,42,3,92.0,46.8,0,4345,58,0,1,Male,0
3,38,24,49.7,89.28,0,2911,21,0,1,Male,0
3,20,25,19.8,348.25,0,3875,42,0,0,Female,0
5,35,19,89.95,181.45,0,3402,49,0,1,Male,0
3,74,72,64.45,2352.24,1,6330,25,0,1,Male,0
2,75,7,80.3,274.47,0,3949,21,0,1,Female,1
1,65,11,23.15,340.01,0,5671,42,0,0,Male,1
3,48,14,50.2,56.7,6,4253,27,0,1,Male,0
3,80,1,24.4,0.0,0,4570,45,0,1,Male,0
3,76,36,84.75,1582.92,0,5272,22,0,1,Male,1
3,76,57,65.2,87.78,3,4491,35,1,1,Female,0
4,69,68,54.4,0.0,8,4897,58,0,1,Female,0
1,67,48,117.45,2065.92,9,5915,76,0,1,Female,1
1,91,9,91.75,198.0,1,4176,58,0,1,Female,1
4,34,64,109.2,878.72,1,5543,53,1,1,Male,0
3,27,19,56.1,700.72,0,3367,54,0,1,Female,0
3,67,62,69.4,2550.06,0,6469,55,0,1,Male,0
5,54,1,20.5,8.56,0,4454,54,0,0,Female,0
4,26,64,94.6,81.28,7,5038,45,0,1,Female,0
3,49,35,59.45,1368.85,0,3682,42,1,1,Female,0
5,59,18,56.8,23.04,5,5558,19,0,1,Male,0
4,59,30,104.1,1257.9,0,5655,80,0,1,Female,0
3,23,26,85.7,1202.24,4,3935,68,0,1,Female,0
3,74,9,85.05,109.62,0,5095,68,0,1,Male,1
5,33,36,20.35,457.92,0,3526,37,0,0,Male,0
2,96,7,75.1,132.93,0,5514,35,0,1,Female,1
1,92,1,20.2,13.27,0,4325,55,0,0,Male,1
3,70,64,86.8,1775.36,0,4915,31,1,1,Female,0
5,40,54,20.05,1766.88,1,4212,58,0,0,Female,0
3,75,7,74.65,151.06,0,3331,23,0,1,Male,1
3,72,54,63.35,1948.86,1,4232,29,1,1,Male,0
5,20,58,20.75,1083.44,9,4927,31,0,0,Male,0
3,77,24,89.25,245.52,2,5436,36,0,1,Male,0
4,46,39,58.6,1878.63,0,5662,23,0,1,Female,0
3,67,9,66.25,223.29,0,5515,27,0,1,Female,1
4,30,47,21.3,185.65,5,2861,47,1,0,Female,0
3,21,67,69.9,993.61,1,6079,46,1,1,Female,0
1,79,36,84.1,1139.4,1,2987,71,0,1,Male,1
2,68,32,84.05,1288.32,0,3553,44,0,1,Female,1
4,59,56,20.05,1981.28,10,5172,58,1,0,Female,0
4,57,25,19.15,477.25,5,3829,49,1,0,Male,0
3,21,33,61.05,524.37,3,3215,19,0,1,Male,0
1,91,3,36.85,0.0,0,5825,44,0,1,Male,1
4,25,15,56.15,98.4,0,5473,28,0,1,Female,0
3,56,72,89.85,3492.72,0,5881,68,0,1,Female,0
3,59,24,84.8,865.2,1,2140,38,1,1,Male,0
5,41,48,24.55,1140.48,0,5517,63,0,0,Female,0
3,35,17,70.35,565.08,5,2704,36,1,1,Male,0
1,79,1,55.7,48.22,0,4629,62,0,1,Male,1
4,42,72,25.45,486.0,0,4118,39,0,0,Female,0
2,66,58,104.65,2386.12,0,5411,34,0,1,Male,1
3,42,11,65.15,183.81,7,5942,19,1,1,Male,0
3,26,28,54.9,91.0,0,2885,37,0,1,Female,0
5,59,13,24.5,633.1,8,5077,31,1,0,Male,0
3,80,1,50.15,39.87,0,3043,42,0,1,Male,0
4,79,49,71.8,1229.9,9,6193,47,0,1,Female,0
3,42,72,19.3,187.92,3,4035,54,0,0,Male,0
3,22,8,38.5,0.0,0,4194,22,1,1,Female,0
4,54,46,101.1,1286.62,0,4883,45,0,1,Female,0
1,90,4,46.0,60.28,0,5246,48,0,1,Female,1
3,26,14,80.45,136.78,8,5772,43,1,1,Female,0
3,52,1,20.05,3.23,0,5368,42,0,0,Male,0
1,77,10,80.7,170.7,0,3492,54,0,1,Male,1
4,70,12,75.85,591.0,0,5942,23,0,1,Female,0
1,86,20,82.4,732.0,5,5719,26,1,1,Female,1
4,58,1,70.25,10.05,0,4063,20,0,1,Female,0
4,23,21,64.95,901.95,5,4604,79,0,1,Male,0
2,86,41,73.0,652.31,1,2041,34,0,1,Male,1
5,58,7,44.25,220.01,4,5014,61,0,1,Female,0
5,52,33,20.6,1129.26,2,5212,63,0,0,Male,0
3,91,34,87.45,1386.52,1,3358,39,0,1,Female,1
4,78,19,20.25,352.83,0,5586,45,0,0,Female,0
1,91,27,79.5,667.44,0,2518,35,0,1,Male,1
4,62,71,20.5,790.23,8,4941,60,1,0,Female,0
3,93,56,104.75,1936.48,0,5605,68,0,1,Female,1
3,80,10,19.5,157.1,0,5039,58,0,0,Male,0
1,91,1,88.8,49.6,0,3106,77,0,1,Male,1
5,59,71,24.25,582.91,1,5409,30,0,0,Female,0
1,87,20,94.1,974.6,0,2666,77,0,1,Female,1
5,68,72,64.45,0.0,9,5295,76,0,1,Male,0
3,24,12,49.85,0.0,10,2873,24,0,1,Female,0
4,57,11,79.5,93.28,0,2278,20,0,1,Male,0
4,66,35,73.45,468.65,10,4719,61,0,1,Male,0
2,91,13,82.0,57.85,0,3363,79,0,1,Female,1
5,70,23,19.65,572.24,2,5460,62,0,0,Male,0
4,60,61,101.05,1066.89,2,6311,35,0,1,Female,0
4,55,30,74.75,1158.3,0,3033,80,0,1,Male,0
5,34,22,51.1,614.02,3,5329,29,1,1,Male,0
1,74,12,43.65,0.0,0,2437,77,0,1,Male,1
3,73,71,118.65,1270.9,0,4296,58,0,1,Female,0
1,83,3,75.05,71.46,0,3553,68,0,1,Female,1
3,51,32,61.4,1493.12,3,2649,49,1,1,Female,0
3,50,27,100.5,239.22,0,5939,23,0,1,Male,0
5,43,32,79.25,1379.52,4,2735,64,0,1,Male,0
4,20,59,18.4,1592.41,9,4375,60,0,0,Female,0
4,59,30,19.7,737.1,0,3302,62,0,0,Male,0
1,82,13,89.05,19.11,1,3861,76,0,1,Male,1
4,58,45,93.9,704.25,0,3960,76,0,1,Male,0
1,93,17,45.05,695.81,0,3797,68,0,1,Male,1
3,46,20,50.0,996.2,0,5741,38,0,1,Male,0
1,82,35,99.05,729.05,0,2074,71,0,1,Male,1
4,61,11,35.65,0.0,0,4986,20,0,1,Male,0
3,48,61,93.7,622.81,0,4300,19,0,1,Female,0
3,56,17,56.1,619.99,0,5025,58,0,1,Male,0
4,32,12,20.1,105.84,0,5179,25,0,0,Female,0
4,41,5,69.35,47.8,0,5437,67,0,1,Female,0
3,85,39,80.45,953.55,0,2224,39,0,1,Female,1
4,27,62,94.95,977.12,6,4262,19,1,1,Male,0
5,28,11,20.45,183.37,3,2606,43,1,0,Male,0
4,32,3,19.45,8.34,0,2787,33,0,0,Male,0
1,76,3,29.6,0.0,0,2734,46,0,1,Male,1
5,47,23,49.7,971.98,0,4790,44,0,1,Female,0
3,50,26,100.5,667.16,0,2921,60,0,1,Female,0
3,71,33,20.35,477.84,0,2507,21,0,0,Male,0
3,45,47,63.8,1412.82,0,5144,32,1,1,Female,0
3,92,1,19.9,36.63,0,3351,59,0,0,Female,1
2,75,34,64.4,1169.94,0,5189,53,0,1,Female,1
2,73,21,94.25,444.15,0,4819,79,0,1,Female,1
3,78,19,95.15,624.53,0,5830,64,0,1,Female,1
4,79,1,49.8,3.97,0,4796,31,0,1,Male,0
5,51,20,18.9,677.2,0,4277,46,0,0,Female,0
3,68,30,70.4,972.3,0,3380,47,0,1,Male,0
3,65,49,93.65,1767.92,7,5542,27,1,1,Male,0
3,26,2,44.45,37.4,0,5694,22,0,1,Female,0
4,45,69,81.5,223.56,0,5286,46,0,1,Male,0
2,65,3,55.35,3.72,0,5787,19,0,1,Female,1
4,40,56,60.25,1728.16,0,4835,32,0,1,Female,0
3,33,13,104.15,155.87,0,2810,29,1,1,Female,0
5,20,63,104.8,2565.99,4,4046,42,1,1,Male,0
3,54,15,19.35,697.05,2,2742,19,1,0,Male,0
4,37,72,109.9,3017.52,0,5234,19,0,1,Female,0
3,80,44,25.7,674.52,10,3037,54,0,0,Male,0
4,44,46,56.9,1768.7,9,4258,52,1,1,Male,0
4,45,50,89.7,1490.0,0,5306,63,0,1,Female,0
3,79,6,74.1,76.02,0,4716,65,0,1,Female,0
5,67,72,23.75,1522.08,7,4923,62,1,0,Female,0
3,25,17,106.65,659.26,0,2754,29,0,1,Male,0
3,70,59,100.05,2699.25,10,4521,32,0,1,Female,0
3,44,55,50.55,199.1,0,6250,38,0,1,Female,0
3,68,28,101.3,460.04,1,4994,67,0,1,Female,1
5,62,38,20.05,1581.94,0,2295,33,0,0,Female,0
3,43,21,54.6,360.99,4,5763,57,0,1,Male,0
4,25,64,69.25,1647.36,4,4226,30,0,1,Male,0
3,28,10,60.95,83.5,0,4323,58,0,1,Female,0
5,58,3,94.9,8.91,5,2330,51,0,1,Female,0
3,28,57,59.6,829.35,7,4778,37,1,1,Male,0
1,78,2,73.25,5.92,0,2919,37,0,1,Male,1
4,63,38,20.2,1019.92,9,2631,54,1,0,Female,0
1,84,11,44.05,273.13,1,3200,41,0,1,Female,1
5,55,37,91.2,1591.37,1,5263,23,1,1,Male,0
2,86,36,97.35,882.36,3,4544,39,0,1,Female,1
3,40,66,102.85,767.58,0,5569,69,0,1,Female,0
3,51,43,84.25,653.6,6,4382,61,0,1,Male,0
1,91,1,71.55,17.27,0,5739,42,0,1,Male,1
3,67,62,90.7,1171.8,0,5496,44,0,1,Male,0
3,56,72,103.95,3187.44,10,5096,33,0,1,Female,0
1,83,16,81.0,206.72,0,2335,40,0,1,Female,1
4,59,70,24.7,2123.1,8,5907,43,1,0,Female,0
4,64,53,94.45,1795.64,0,5452,59,0,1,Female,0
1,71,1,52.2,34.04,0,4138,41,0,1,Female,1
3,35,21,20.85,468.09,0,5422,40,0,0,Female,0
3,54,72,117.6,3385.44,10,6173,28,1,1,Female,0
3,63,72,84.1,1245.6,1,4671,79,0,1,Male,0
3,50,11,19.55,188.32,0,5433,45,0,0,Male,0
2,78,1,19.45,48.96,0,5687,42,0,0,Male,1
4,27,1,19.2,26.37,0,2716,22,0,0,Male,0
4,25,22,39.2,0.0,4,3288,53,1,1,Female,0
1,69,36,84.9,887.76,0,2455,46,0,1,Male,1
2,90,1,50.1,46.49,0,4778,47,0,1,Female,1
4,28,69,79.45,1825.05,0,5189,23,0,1,Male,0
3,77,72,81.0,196.56,8,4237,22,1,1,Male,0
5,71,23,98.7,332.35,0,5781,40,0,1,Female,0
4,20,37,19.85,573.87,8,5707,54,0,0,Female,0
3,51,25,88.4,486.0,1,4849,72,0,1,Female,0
4,53,66,107.35,518.76,7,4138,71,0,1,Male,0
3,47,42,94.4,1728.72,9,2662,52,0,1,Male,0
5,33,51,84.2,484.5,6,4952,36,1,1,Male,0
3,45,69,24.95,3113.28,10,4106,23,0,0,Female,0
3,80,22,80.0,992.2,1,2640,20,0,1,Female,0
5,43,2,69.7,31.34,0,3056,54,0,1,Female,0
3,82,1,20.9,15.73,0,5421,21,0,0,Female,1
4,51,67,24.85,219.76,9,4833,19,0,0,Male,0
4,55,53,73.9,346.62,0,5644,35,0,1,Male,0
4,29,15,19.9,41.1,0,3366,46,0,0,Female,0
1,76,15,80.2,181.2,0,4958,75,0,1,Male,1
4,40,16,54.85,0.0,0,2136,45,0,1,Male,0
2,85,1,31.35,0.0,0,3605,41,0,1,Male,1
3,40,41,19.3,872.48,1,4180,34,1,0,Female,0
3,65,72,115.6,2497.68,9,5633,26,1,1,Female,0
2,81,37,96.55,122.1,0,4448,66,0,1,Female,1
4,37,7,64.95,54.74,0,4615,67,0,1,Female,0
3,73,28,20.3,537.04,8,2948,30,1,0,Male,0
5,36,1,62.8,42.19,0,2438,55,0,1,Male,0
3,91,5,96.5,104.3,0,5383,54,0,1,Male,1
5,65,8,87.1,312.08,0,3950,80,0,1,Female,0
2,79,22,55.15,115.72,1,5115,32,1,1,Female,1
3,35,72,104.9,2964.96,9,4927,22,1,1,Male,0
4,39,3,69.6,86.91,0,5487,43,0,1,Male,0
5,44,8,94.75,177.12,4,5505,26,1,1,Male,0
5,73,30,101.5,1440.6,1,4828,79,0,1,Male,0
4,33,72,86.05,3481.92,0,5965,22,0,1,Male,0
5,24,3,20.2,95.43,0,4369,64,0,0,Female,0
3,53,1,25.0,3.39,0,2371,41,0,0,Male,0
1,68,10,98.7,373.6,0,5561,35,0,1,Female,1
3,53,70,107.9,658.0,2,5899,65,1,1,Female,0
5,43,1,75.5,5.63,0,2954,26,0,1,Male,0
4,28,11,19.5,368.28,0,5825,22,0,0,Male,0
5,68,44,49.05,0.0,0,3910,58,0,1,Female,0
3,49,70,90.15,175.0,7,5824,31,1,1,Male,0
3,68,20,55.0,0.0,0,4481,45,0,1,Male,0
1,91,38,99.55,1800.82,0,3474,75,0,1,Female,1
3,50,9,69.05,268.83,0,5121,63,0,1,Female,0
3,53,22,54.7,876.26,1,5722,60,0,1,Female,0
3,56,22,95.9,783.64,6,3207,42,0,1,Male,0
3,87,45,20.4,1143.0,0,5398,49,0,0,Male,1
1,77,2,74.4,19.58,1,4263,28,0,1,Female,1
1,73,29,70.75,325.96,1,2663,36,0,1,Male,1
3,59,19,105.0,151.05,0,3524,67,0,1,Female,0
3,76,37,90.35,258.63,4,3347,56,0,1,Male,0
5,27,8,70.7,335.44,0,4946,26,0,1,Male,0
4,53,63,103.5,1142.82,2,5187,77,0,1,Female,0
3,62,33,20.1,937.2,3,3342,23,1,0,Female,0
5,57,50,24.95,1115.0,3,6019,33,1,0,Male,0
3,28,48,20.05,1586.88,4,2964,44,0,0,Male,0
4,73,15,55.2,24.45,0,3608,62,1,1,Male,0
4,50,4,78.9,167.72,9,5775,35,1,1,Female,0
2,79,17,81.5,161.5,1,3443,70,0,1,Male,1
3,31,36,63.7,1708.2,8,2504,36,1,1,Male,0
3,67,5,19.95,174.0,0,5252,33,0,0,Female,0
4,44,64,20.05,319.36,0,4309,79,0,0,Male,0
2,89,5,28.45,0.0,0,4099,77,0,1,Female,1
2,91,65,109.15,608.4,0,6001,60,0,1,Male,1
4,73,23,34.6,0.0,10,4445,27,0,1,Female,0
3,30,70,64.55,0.0,5,4858,21,0,1,Female,0
3,74,7,20.65,35.07,7,4058,61,1,0,Female,0
4,75,63,98.0,1488.06,0,5989,49,0,1,Female,0
4,58,29,103.95,1431.44,1,3733,69,1,1,Male,0
4,33,7,23.5,9.87,0,5508,54,0,0,Male,0
3,66,25,61.6,161.25,5,3807,46,0,1,Male,0
3,51,15,45.9,0.0,0,3572,60,0,1,Female,0
2,91,1,25.3,0.0,0,5421,20,1,1,Male,1
2,73,66,99.5,1704.12,0,4001,62,0,1,Male,1
3,33,33,107.55,1639.77,0,4800,39,0,1,Female,0
4,58,13,20.85,359.06,6,3163,56,1,0,Female,0
4,78,38,66.15,765.32,0,4933,39,0,1,Female,0
1,87,4,98.1,22.52,0,2895,34,0,1,Female,1
3,65,55,103.7,1927.2,10,5892,37,1,1,Female,0
3,42,55,55.25,2563.55,5,5821,24,1,1,Male,0
3,46,27,75.75,682.02,7,4994,60,1,1,Male,0
4,38,66,85.25,2828.1,1,5012,58,0,1,Male,0
3,74,5,69.05,150.25,0,3368,71,0,1,Female,1
4,71,72,103.2,2135.52,4,5560,30,1,1,Female,0
1,78,4,45.65,181.6,0,2864,47,0,1,Female,1
1,77,24,80.25,1183.2,0,4418,52,0,1,Male,1
1,67,39,55.9,0.0,3,5632,50,0,1,Female,1
3,30,53,65.0,111.83,9,5534,31,1,1,Male,0
3,80,35,55.6,439.6,0,5964,46,1,1,Female,0
4,30,70,106.05,2819.6,1,4583,40,1,1,Male,0
4,71,50,19.75,1897.5,0,4934,63,0,0,Female,0
3,44,41,78.35,772.44,8,2894,28,0,1,Female,0
2,78,13,91.1,70.59,0,5347,54,0,1,Male,1
3,62,72,84.1,3412.8,5,4999,72,0,1,Female,0
2,91,1,69.7,21.52,0,4620,64,0,1,Female,1
4,65,65,79.4,118.95,10,4023,42,1,1,Female,0
3,51,59,99.45,2325.78,0,5247,54,0,1,Female,0
1,75,27,104.3,275.13,5,3444,73,0,1,Female,1
4,60,1,24.0,32.95,0,2559,45,1,0,Female,0
3,73,46,38.25,0.0,0,2653,40,0,1,Male,0
1,79,31,93.8,65.72,1,4115,62,0,1,Male,1
3,41,54,20.0,1474.2,0,6094,48,0,0,Male,0
4,77,35,19.25,148.4,0,2682,33,0,0,Male,0
3,58,23,19.65,239.43,0,5916,34,0,0,Female,0
3,43,8,54.65,310.24,1,5614,62,1,1,Female,0
4,33,62,104.05,1095.54,0,5900,44,1,1,Male,0
1,85,1,24.25,0.0,0,2846,64,0,1,Male,1
2,80,4,87.1,129.84,0,5587,33,0,1,Female,1
3,27,5,89.15,78.7,8,2576,33,0,1,Male,0
4,40,61,88.1,2878.59,1,5152,62,0,1,Female,0
4,76,61,19.75,916.22,0,5411,32,1,0,Male,0
2,81,11,74.55,59.4,0,4601,20,0,1,Male,1
4,55,64,111.15,550.4,4,5455,41,0,1,Female,0
3,39,2,70.35,15.4,1,4917,45,0,1,Female,0
4,56,12,20.05,467.52,0,4996,34,0,0,Male,0
5,38,46,90.95,287.96,2,5187,23,1,1,Female,0
3,74,3,19.95,8.07,0,5949,60,0,0,Female,0
1,78,1,84.3,1.63,0,2172,27,0,1,Female,1
4,38,3,20.85,58.74,0,5868,50,1,0,Male,0
1,73,2,85.65,80.86,0,3878,22,0,1,Male,1
4,73,47,66.05,308.32,1,3404,49,0,1,Female,0
4,43,22,19.9,1089.22,2,5657,27,1,0,Female,0
5,53,72,105.75,1306.8,7,5832,70,0,1,Female,0
2,93,5,39.5,0.0,0,2863,55,0,1,Female,1
5,38,27,19.15,544.86,0,5606,36,0,0,Female,0
3,63,42,108.3,1782.9,1,5106,53,0,1,Male,0
3,68,57,49.9,0.0,2,5866,44,0,1,Female,0
3,36,65,61.35,1251.25,0,6354,55,1,1,Female,0
5,32,40,70.75,949.6,0,5507,33,0,1,Male,0
4,65,16,79.95,797.6,1,3855,30,1,1,Female,0
4,66,54,65.25,277.56,0,6161,79,0,1,Male,0
3,50,10,91.1,429.3,0,3857,43,1,1,Female,0
3,70,56,64.65,2705.92,0,4656,22,0,1,Male,0
3,44,36,95.4,1460.88,4,5111,58,0,1,Male,0
3,66,45,42.3,0.0,0,4307,53,0,1,Male,0
3,46,70,89.0,2326.8,3,5650,30,1,1,Female,0
4,77,68,111.75,959.48,3,4967,40,1,1,Female,0
3,69,41,70.25,1671.98,0,3407,25,0,1,Female,1
5,68,71,73.35,1153.04,4,5124,30,0,1,Male,0
5,34,13,20.2,345.41,0,2953,52,0,0,Female,0
1,70,68,100.2,1450.44,1,4481,74,0,1,Female,1
4,23,2,18.75,9.84,0,5355,23,0,0,Female,0
5,51,69,61.45,188.37,1,4162,27,0,1,Female,0
2,90,14,89.95,401.1,0,5463,40,0,1,Male,1
5,78,51,99.0,2158.83,0,5787,34,0,1,Male,0
3,26,24,24.1,27.36,1,4634,19,1,0,Male,0
3,29,63,83.0,984.06,0,5428,71,0,1,Female,0
4,41,28,20.5,1185.24,3,5145,27,0,0,Female,0
3,61,55,55.7,2002.55,9,4149,49,1,1,Female,0
5,53,4,70.2,24.12,5,4444,70,0,1,Male,0
4,64,55,100.15,1628.0,0,5182,75,0,1,Female,0
3,64,37,75.1,41.44,3,4131,32,1,1,Female,0
5,75,6,49.5,160.56,0,5552,60,0,1,Male,0
4,66,13,19.3,585.39,0,2823,44,0,0,Male,0
1,91,70,102.95,1221.5,1,5005,69,0,1,Male,1
2,73,49,84.35,1937.95,1,6452,61,0,1,Male,1
4,59,49,99.4,607.11,1,4725,20,0,1,Female,0
3,54,72,100.9,1766.16,0,5781,52,0,1,Male,0
5,39,27,19.4,557.82,0,3792,26,0,0,Male,0
2,93,1,50.75,43.03,0,5355,61,0,1,Male,1
4,43,13,93.8,625.95,8,5870,79,0,1,Male,0
4,31,3,19.65,91.02,1,4943,44,1,0,Female,0
3,30,72,25.4,2468.88,2,5512,61,0,0,Male,0
4,25,21,35.1,0.0,0,2991,34,0,1,Female,0
4,26,47,39.65,0.0,0,4670,57,0,1,Female,0
4,63,44,90.4,1976.48,0,4751,50,0,1,Male,0
3,96,27,88.3,457.38,0,2420,72,0,1,Female,1
3,26,33,74.75,1612.05,7,5344,35,0,1,Male,0
2,89,1,71.0,18.84,1,4207,57,0,1,Male,1
5,46,52,110.75,1198.08,0,4993,75,0,1,Male,0
1,93,43,100.0,1692.91,0,4760,56,0,1,Male,1
4,63,21,43.55,0.0,0,5808,29,0,1,Male,0
5,42,66,54.65,0.0,0,4051,49,1,1,Male,0
1,81,29,25.1,0.0,0,2796,53,0,1,Female,1
3,55,56,103.2,2360.96,3,4478,38,1,1,Male,0
3,20,72,100.65,3000.96,10,6380,48,0,1,Female,0
4,67,71,20.85,3182.22,5,4837,55,0,0,Male,0
3,9,72,19.8,2191.68,0,5368,39,0,0,Male,0
4,48,5,85.55,91.9,0,2850,67,0,1,Male,0
2,81,51,97.8,993.99,0,6204,70,0,1,Male,1
3,55,72,75.1,1082.16,0,6284,32,0,1,Male,0
5,30,20,19.7,146.2,7,4910,50,1,0,Female,0
3,31,5,64.4,86.85,7,3260,42,1,1,Male,0
3,61,72,83.3,1762.56,3,4505,28,1,1,Female,0
3,65,27,20.05,467.1,0,2400,26,1,0,Male,0
3,32,18,35.2,0.0,0,5381,45,0,1,Female,0
3,73,5,90.8,7.45,0,5090,25,0,1,Female,1
5,42,55,25.65,79.2,1,4466,36,1,0,Female,0
1,74,2,45.25,0.0,0,4566,28,0,1,Female,1
5,43,26,66.05,314.34,0,3225,79,0,1,Female,0
4,29,48,73.85,1026.72,0,4740,49,0,1,Female,0
4,35,8,19.5,137.6,6,5206,48,1,0,Female,0
3,28,52,24.55,1536.6,6,5535,34,1,0,Male,0
5,52,27,71.6,365.85,1,3773,30,1,1,Male,0
3,78,61,25.0,1167.54,5,6421,68,0,0,Male,0
3,46,59,75.95,488.52,4,5446,40,0,1,Female,0
3,30,72,95.9,853.2,9,4213,26,1,1,Female,0
3,29,71,99.4,870.46,2,4964,78,0,1,Female,0
5,34,28,35.9,0.0,3,5444,75,1,1,Female,0
5,80,46,19.95,1401.62,1,5480,56,0,0,Female,0
5,34,54,99.05,2077.92,0,4011,67,0,1,Male,0
2,65,1,40.2,0.0,1,5828,77,0,1,Male,1
5,57,69,19.4,1737.42,0,6408,19,1,0,Female,0
5,66,5,78.75,164.55,0,2610,32,0,1,Male,0
5,65,40,24.6,1098.8,0,2601,27,0,0,Male,0
4,72,72,114.05,418.32,4,6254,56,1,1,Male,0
3,42,55,76.25,1901.35,1,4319,66,1,1,Female,0
3,41,31,54.35,776.24,6,3615,20,1,1,Male,0
4,40,18,20.25,637.92,10,2429,29,1,0,Female,0
1,90,3,20.55,112.83,1,4115,41,0,0,Male,1
4,78,18,25.3,543.96,0,3416,45,1,0,Female,0
5,23,11,20.55,287.21,6,3971,34,0,0,Male,0
3,71,1,79.65,22.48,0,2119,57,0,1,Female,1
4,33,71,84.2,1073.52,4,4753,32,0,1,Male,0
3,37,7,75.7,113.54,8,2950,47,1,1,Female,0
3,59,10,35.75,0.0,0,2263,53,0,1,Male,0
4,69,39,19.9,1872.78,0,4041,26,0,0,Male,0
5,50,11,78.1,194.26,8,2333,77,1,1,Female,0
3,67,13,71.95,138.58,0,3605,54,0,1,Female,0
4,47,18,93.9,34.56,0,3728,75,0,1,Male,0
3,22,3,69.15,72.84,3,2301,23,1,1,Female,0
3,37,51,60.15,0.0,0,5404,48,0,1,Female,0
4,59,15,19.5,740.4,9,5471,35,1,0,Male,0
3,77,32,20.55,1151.04,0,5358,61,0,0,Female,0
4,77,71,99.65,2439.56,0,4241,73,0,1,Female,0
5,50,14,20.4,509.88,0,5068,23,0,0,Male,0
4,60,71,86.85,717.81,10,6452,28,1,1,Male,0
4,22,23,66.25,262.2,4,2072,29,0,1,Female,0
